,name,address,price,speciality,review,services,phone number,website,latitude,longitude
2054,Bessem,"183  avenue de la République, Mandelieu-la-Napoule, 06210, France", 63 - 115 EUR , Cuisine moderne ,"Savez-vous ce qu'est un Tuniçois ? C'est un chef d'origine tunisienne, qui a le cœur à Nice. C'est le cas de Bessem Ben Abdallah, un chef au beau parcours (notamment Gagnaire à Courchevel), qui propose un menu mystère en plusieurs déclinaisons et des produits de qualité - asperges de Pertuis, fraises Mara des bois, selle d'agneau, Saint-Pierre...","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.5408961,6.9335576
2055,Staeffele,"1 rue Poincaré, Saverne, 67700, France", 28 - 64 EUR , Cuisine moderne ,"Une cuisine dans l'air du temps, attentive aux saisons et aux inspirations du chef, est proposée dans un cadre contemporain. Louis XV, Louis XVI ou encore Goethe – hôtes du château tout proche – auraient sans doute apprécié !","['Restaurant non fumeur ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.7417164,7.3619399
2056,Le Brittany,"22 boulevard Sainte-Barbe, Roscoff, 29680, France",,,"Ce Brittany est bien élégant avec sa grande cheminée en pierre et ses fenêtres voûtées s'ouvrant sur le spectacle splendide de la baie. Au menu : une belle gastronomie marine, portée par l'extrême qualité et la fraîcheur océane des produits de la région. Les assiettes de Loïc Le Bail louchent aussi vers le pays de Mishima et Miyazaki (dashi, koji), et ça ne doit rien au hasard : sa femme et son sous-chef sont Japonais tous les deux. Le cadre magnifique, en bord de mer, invite à la méditation.","['Vue ', 'Restaurant non fumeur ', 'Ascenseur ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Accès handicapés ']",,,48.7245609,-3.9718816
2057,La Safranière,"52 rue du Lavoir, hameau de Chabrits, Mende, 48000, France", 32 - 42 EUR , Cuisine moderne ,"Une étape gourmande sur les premières marches du Gévaudan, sur le site d'une ancienne exploitation de safran. Dans un décor frais et coloré, on apprécie une jolie cuisine de saison ; les vins et fromages de la région sont à l'honneur.","['Accès handicapés ', 'Restaurant non fumeur ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Mastercard ']",,,44.5295602,3.4486142
2058,Chez Mattin,"63 rue E.-Baignol, Ciboure, 64500, France", 51 - 55 EUR , Cuisine basque ,"Ambiance très familiale dans cette maison de pays rustique à souhait (poutres, cuivres...). Spécialités basques et suggestions au gré du marché, pour une cuisine spontanée, qui étonne et détonne. Le poisson est à l'honneur et c'est un vrai bonheur !","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.3826626,-1.6692846
2059,Le Musigny,"90 avenue de Liège, Valenciennes, 59300, France", 44 - 92 EUR , Cuisine moderne ,"Si le chef, passé par de grandes maisons, a choisi ce discret point de chute valenciennois, sa cuisine délicate a rapidement conquis la ville. Produits choisis et recettes joliment inspirées des saisons, le tout à déguster dans un décor entièrement rénové, ou sur la terrasse : la garantie d'un moment délicieux.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,50.3636253,3.5359954
2060,La Dame de Pic,"20 rue du Louvre, Paris, 75001, France",,,"Un bel atout dans la cartographie des bonnes tables parisiennes : Anne-Sophie Pic a créé à deux pas du Louvre, cette table... capitale. À 550 km de Valence, où son nom a tant marqué l'histoire de la cuisine (ses père et grand-père y conquirent eux aussi trois étoiles Michelin), mais au cœur de sa griffe originale.Un travail en finesse, en précision, doublé d'une inspiration pleine de vivacité : telle est la signature de cette grande dame de la gastronomie. On retrouve son sens de l'harmonie des saveurs, de la fraîcheur et de l'exactitude, avec toujours ces cuissons et assaisonnements au cordeau : berlingots à la fondue fribourgeoise dans un bouillon mousseux au poivre Sansho ; tourteau de casier sur sa fine gelée de mandarine ; ou encore millefeuille blanc et sa crème légère à la rose de Damas...","['Accès handicapés ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,48.8613536,2.3411279
2061,La Table des Neiges,"Avenue Olympe, Val-d'Isère, 73150, France", 58 - 85 EUR , Cuisine moderne ,"Les gourmands de Val-d'Isère connaissent bien cette adresse ! Dans la belle salle sous charpente, un foie gras snacké et son tatin de pommes voisinent un cabillaud confit aux agrumes. De bons produits frais sont à l'honneur ; la carte est renouvelée régulièrement.","['Restaurant non fumeur ', 'Ascenseur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.4487700,6.9798300
2062,L'Hippocampe,"Kerhueno, Plouharnel, 56340, France", 19 - 46 EUR , Poissons et fruits de mer ,"Le calme de la campagne, la proximité de la mer, dont les embruns, parfois, s'invitent à table, et une assiette qui associe les deux, pour une traversée goûteuse du terroir régional et de ses produits (huîtres, homard, pêche du jour), à dos d'hippocampe. Une adresse dynamique et iodée.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.5906673,-3.1007799
2063,La Fourchette des Ducs,"6 rue de la Gare, Obernai, 67210, France", 140 - 210 EUR , Cuisine créative ,"D’année en année, le chef Nicolas Stamm a trouvé aux fourneaux l’équilibre parfait entre la célébration des classiques et la pointe d’inventivité qui fait mouche. En toutes saisons, il nous gratifie d’assiettes de belle tenue, dans lesquelles les bons produits sont à la fête. En hiver, les suprêmes de pigeonneau, bien rosés comme promis, s’accompagnent d’un petit jardin d’herbes et de légumes hivernaux glacés : fenouil, céleri-rave, carotte, betterave… tandis que toute l’année, la tarte au chocolat décline une affriolante palette cacaotée : le jeune pâtissier Jessy Rhinn-Auvray montre que la valeur n'attends pas le nombre des années. Cerise sur le gâteau, l’état d’esprit général de l’équipe est excellent, du service aux cuisines : un bien-être communicatif.","['Accès handicapés ', 'Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.4621258,7.4882994
2064,Le Cerisier,"1 rue Saint-Joseph, Tournon-sur-Rhône, 07300, France", 32 - 70 EUR , Cuisine moderne ,"À l'intérieur de ce petit restaurant, un cadre élégant et chaleureux où le rouge domine. Une cuisine à quatre mains, elle signe les entrées et les desserts, lui, le chaud. Résultat : la carte est aussi alléchante que les plats sont réussis, à l'image de la spécialité maison, le pâté en croûte. Belle carte des vins de la vallée du Rhône et de Bourgogne.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.0658115,4.8333564
2065,Le France,"8 place Maxime-Cupillard, Villers-le-Lac, 25130, France",,,"Entre Morteau et la Chaux-de-Fonds, à quelques encablures de la frontière franco-suisse, ce restaurant accueille les voyageurs au cœur des montagnes du Haut-Doubs. Le chef Hugues Droz y pratique l’hospitalité franc-comtoise héritée de son père, qui lui-même la tenait de ses parents. Adepte des saisons, il célèbre les épousailles du terroir et de l’invention. Il aime aussi les repas thématiques, à l’image de ce menu dédié à la morille : ce champignon accompagne le mangeur jusqu’au dessert, avec une banane morille et glace spéculoos. On y goûte aussi de savantes variations autour du homard, de la saucisse de Morteau, de la volaille de Bresse, de l’omble chevalier et du foie gras. Le proverbe allemand ne dit-il pas ""heureux comme Dieu en France"" ?","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.0594007,6.6704063
2066,Gàbia,"77 Rue Brancion, Paris, 75015, France", 35 - 42 EUR , Cuisine moderne ,"En face du parc Georges-Brassens cette affaire a été reprise par un jeune couple au parcours intéressant. Leur cuisine change toutes les semaines et raconte leur parcours par touches subtiles : cabillaud rôti, fricassée de lentilles au chorizo ibérique ; mini-pie aux pommes et poires caramélisées, crème fraîche... Une adresse attachante.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8318481,2.3029042
2067,Le Manoir du Lys,"Route de Juvigny-sous-Andaine, Bagnoles-de-l'Orne, 61140, France",,,"Que serait cette table aux boiseries claires et à l’agréable terrasse sans l’immense forêt d'Andaine qui l’entoure ? Aux confins du Maine, de la Normandie et de la Bretagne, ce poumon vert nourrit la cuisine forestière du chef Franck Quinton. Il prépare les champignons comme personne : cèpes rôtis au thym et au laurier, girolles sautées au romarin, abricots et noisettes, chanterelles à la crème de foie gras et parmesan, ou encore trompettes de la mort, jambon ibérique et cives… et si vous restez pour la nuit, il pourra même vous emmener à la cueillette. Ce cuistot passionné est aussi un locavore qui s’ignore : il achète ses pigeons, ses légumes et sa viande à quelques dizaines de kilomètres du restaurant. Une cuisine fine et goûteuse dans une atmosphère élégante et apaisante : cela suffit à notre bonheur.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Ascenseur ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.5619850,-0.4448214
2068,Monsieur Bleu,"20 avenue de New-York, Paris, 75016, France", 60 - 100 EUR , Cuisine moderne ,"Comme emplacement dans Paris, on fait difficilement mieux que cette adresse... Nichée dans le palais de Tokyo, elle est superbe avec sa salle Art déco tout en gris, vert et or, et sa terrasse regardant la Seine et la tour Eiffel. L'assiette n'est pas en reste, sophistiquée et savoureuse. Un endroit très en vue !","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 1 47 20 90 47, www.monsieurbleu.com,48.8635700,2.2967500
2069,La Bastide Saint-Antoine,"48 avenue Henri-Dunant, Grasse, 06130, France",,,"Jacques Chibois, l'un des chefs de file de la ""cuisine du soleil"", a investi depuis mai 1996 cette bastide du dix-septième siècle, dont la terrasse donne sur l'arrière-pays, et une majestueuse oliveraie. Dans le jardin, trois grâces observent les gourmets, qui se surprennent à flâner. Pour mettre en saveur cette cuisine du sud, Laurent Barberot, au beau parcours étoilé (Bernard Loiseau, Auberge de l'Ill, Plaza Athénée, Clos des Sens) propose des menus qui célèbrent pêle-mêle agrumes, herbes, huile d'olive, et autres spécialités régionales. Ensoleillé.","['Accès handicapés ', 'Vue ', 'Voiturier ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Ascenseur ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 4 93 70 94 94, www.jacques-chibois.com,43.6454752,6.9257262
2070,Relais du Cor d'Argent,"39 rue Nationale, Argent-sur-Sauldre, 18410, France",,,"Un Cor d'Argent fleuri et attachant ! On s’installe dans une des salles, bien tenues, ou sur l’agréable terrasse pour savourer une cuisine traditionnelle variant selon le marché et les saisons. À moins que vous ne préfériez le menu végétarien...","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.5601610,2.4472564
2071,Moulin d'Alotz,"Chemin Alotz-Errota, Arcangues, 64200, France", 51 - 88 EUR ," Cuisine créative, Cuisine moderne ","Le chef trentenaire bayonnais Fabrice Idiart, est à la fois basque, attachant, entier, humble, locavore et ardent défenseur des produits du terroir local (sans oublier les légumes, herbes et fleurs de son potager cultivé par son papa) : ça fait beaucoup pour un seul homme. Mais le gaillard a des épaules et du talent : il propose une cuisine actuelle et créative, mûrement réfléchie, maîtrisée en termes de cuisson et d’assaisonnement, riche de personnalité au niveau des saveurs et des jeux de texture. Une table pleine de sensibilité et d’émotion, en adéquation avec l'atmosphère bucolique et romantique de ce moulin basque du 17e s. niché au cœur de la verdure.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.4214550,-1.5384599
2072,La Péniche by Edward Cristaudo,"Promenade Robert-Schuman, Tain-l'Hermitage, 26600, France", 24 - 65 EUR , Cuisine moderne ,"C'est bercé par le Rhône et l'imagination culinaire d'Edward Cristaudo, ancien collaborateur de Frédéric Anton, qu'on se laisse embarquer sur cette péniche amarrée à Tain l'Hermitage. On navigue en douceur à travers une carte qui mélange plats de bistrot et préparations plus ambitieuses, avec une attention particulière accordée au végétal, et (évidemment) aux produits de l'Ardèche et de la Drôme.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,45.0666573,4.8481934
2073,Le Manoir de Kerbot,"Lieu-dit Kerbot, Sarzeau, 56370, France", 36 - 65 EUR , Cuisine moderne ,"Ce manoir du 16e s. (et ancien orphelinat) s'est réinventé en repaire de gastronomes : on y déguste une cuisine au goût du jour – huîtres du golfe pochées, pressé de homard et moules de bouchot, grenadin de veau à la tapenade d'olive verte... Le service est fort attentionné, et la terrasse très agréable, tout comme les belles chambres aménagées dans les dépendances du manoir.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.5365800,-2.7391100
2074,Les Rosiers,"32 avenue Beau-Soleil, Biarritz, 64200, France",,,"Avec un tel patronyme, les Rosier auraient pu exercer le métier de pépiniériste. Au lieu de quoi, la première meilleure ouvrière de France (en 2007), aidée par son époux, concocte une séduisante cuisine-vérité à quatre mains. Si leur adresse a conservé extérieurement ses atours basques, l’intérieur a basculé dans la modernité, avec ses murs dépouillés, son parquet de bois et ses tables rondes design. Notre virtuose ne met jamais sa technique en avant : elle préfère le goût et les saveurs qu’elle extrait de beaux produits locaux, poissons et crevettes sauvages, pigeonneau et volaille fermière, notamment. De la citronnelle et de l’algue nori par ici, du gingembre et du citron confit par-là, Andrée Rosier aime aussi booster ses plats avec quelques touches exotiques. Le Japon, où les Rosier ont ouvert deux tables, s’inviterait-il désormais à Biarritz ?","['Accès handicapés ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.4676100,-1.5535100
2075,Le Sergent Recruteur,"41 rue Saint-Louis-en-l'Île, Paris, 75004, France", 49 - 151 EUR , Cuisine moderne ,"Le chef Alain Pégouret a emprunté à Joël Robuchon l'amour du geste précis et la rigueur du travail. Il suffit, pour s'en assurer, de pousser la porte du Sergent Recruteur, taverne historique de l'île Saint-Louis, reconvertie en table gastronomique. L'ancien chef du Laurent fait montre d'une impressionnante maîtrise. Ses assiettes fines, aux saveurs ciselées – et qui dévoilent, en filigrane, de solides bases classiques –, laissent le souvenir d'une belle cohérence gustative, avec un travail subtil sur les jus et les sauces ainsi qu'une attention aux belles cuissons. La maison distille une ambiance élégante et feutrée, associant habilement design contemporain et murs anciens. Une renaissance réussie.","['Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8519498,2.3560682
2076,Zuem Ysehuet,"21 quai Mullenheim, Strasbourg, 67000, France", 32 - 59 EUR , Cuisine moderne ,"Dans un quartier au bord de l'Ill, cette auberge recouverte de vigne vierge jouit également d'une terrasse au calme. L'intérieur est résolument contemporain ; quant aux recettes, goûteuses à souhait, elles font la part belle aux produits de saison (légumes du potager cultivé par le père du chef). Belle carte des vins et notamment de vins au verre.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.5899350,7.7637267
2077,Les Hauts de Santa Giulia,"Résidence les Hauts de Santa Giulia, route de Bonifacio, Porto-Vecchio, 20137, France", 77 EUR , Cuisine Fusion ,"La chef réalise ici une bonne cuisine à base de produits sélectionnés avec soin, et parsème ses assiettes d'influences diverses (Asie et Méditerranée, principalement), toujours équilibrées. Le menu carte blanche est renouvelé tous les jours et le chariot de desserts, ici parfaitement réalisé, mérite des éloges ; le mobilier vintage et la jolie terrasse ajoutent au charme des lieux.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Parking ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 4 95 70 40 84," Dates de fermetureFermé : 3 novembre-1er juin, midi : du lundi au dimanche",41.5395615,9.2608843
2078,Auberge de la Brie,"14 avenue Alphonse-Boulingre, Couilly-Pont-aux-Dames, 77860, France", 62 - 92 EUR , Cuisine moderne ,"Cette institution locale fêtera ses trente années d'étoile en 2021. Plébiscitée par ses nombreux fidèles, cette coquette maison a effectivement plus d’une corde à son arc : son cadre classique et lumineux (la salle donne sur le jardin), sa cuisine actuelle personnalisée et d’une régularité à toute épreuve, et l’accueil tout sourire de Céline, l’épouse du chef Alain Pavard. Ce dernier réalise une cuisine d'inspiration classique, mais bien ancrée dans l'époque. Il séduit avec de beaux produits et des saveurs précises : ravioles de foie gras et velouté de lentilles de la Brie, canette de Challans au miel d'acacia, poire vanille chocolat.","['Restaurant non fumeur ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8864898,2.8565751
2079,L'Angle Saint-Laurent,"2 rue des Bouchers, Bayeux, 14400, France", 25 - 59 EUR , Cuisine moderne ,"Un cadre plein de fraîcheur, à l'angle des rues St-Laurent et des Bouchers : pierres apparentes, poutres peintes, éclairage tamisé. Les produits de la région ont la part belle à la carte (cochon de Bayeux, huîtres normandes, gruyère de Carrouges...), à travers des recettes savoureuses, originales et joliment ficelées. Voilà un Angle au carré !","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,49.2776278,-0.7008366
2080,Le Gibolin,"13 rue des Porcelets, Arles, 13200, France", 35 EUR ," Cuisine du marché, Cuisine traditionnelle ","""Est-ce que t'as pris ton Gibolin ?"" La boisson-star des Deschiens a servi d'inspiration à ce sympathique bistrot arlésien. La cuisine du chef s'inspire du marché, le menu change tous les jours et il s'accompagne de bons vins régionaux choisis par Brigitte, la sympathique maîtresse de maison. A l'instar des nombreux habitués, on se régale.","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Repas en terrasse ']", +33 4 88 65 43 14," Dates de fermetureFermé : 11 janvier-8 février, lundi, dimanche",43.6769870,4.6242260
2081,Automne,"11 rue Richard-Lenoir, Paris, 75011, France", 35 - 125 EUR , Cuisine moderne ,"Le chef japonais Nobuyuki Akishige, qui peut s'enorgueillir d'un parcours impeccable (l’Atelier du peintre à Colmar, la Vague d’Or à St-Tropez, avec Arnaud Donckele, le K2 à Courchevel, la Pyramide à Vienne) signe une cuisine de saison, subtile et maîtrisée, autour de produits de très belle qualité. En guise d'écrin, le cadre simple d'un bistrot pour une partition lisible, aux saveurs harmonieuses nées de cuissons précises, à l'instar de ce magret de canard rôti, purée de racine de persil, olives kalamata. Le rapport prix/gourmandise est imbattable ! Une adresse comme on aimerait en découvrir plus souvent.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8558800,2.3816000
2082,Taokan - St-Honoré,"1 rue Mont-Thabor, Paris, 75001, France",,,"Tao, c'est la voie, le chemin ; Kan, signifie ""prendre soin"" : TaoKan, c'est le lieu où l'on honore les saveurs de la gastronomie cantonaise, avec en prime quelques plats vietnamiens et thaïlandais. Citons par exemple ces raviolis pékinois grillés, ces dim sum, ou encore ces crevettes royales poêlées aux herbes fraîche et poivre... On se régale.","['Accès handicapés ', 'Voiturier ', 'Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8653000,2.3297090
2083,Le Bistrot du Maquis,"69 rue Caulaincourt, Paris, 75018, France", 22 - 38 EUR , Cuisine traditionnelle ,"Dans la fameuse rue Caulaincourt, André Le Letty – ancien chef de l'Anacréon – célèbre les classiques du genre bistrotier : brandade de cabillaud à l’oseille, parfait glacé au Calvados... et, bien sûr, sa spécialité : le canard au sang en deux services (sur réservation).","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8895150,2.3362620
2084,Maxan,"3 rue Quentin-Bauchart, Paris, 75008, France", 40 - 82 EUR , Cuisine moderne ,"C'est donc ici, à deux pas de l'avenue George-V, que l'on retrouve Maxan. On découvre un décor élégant et discret, tout en camaïeu de gris, et on renoue non sans plaisir avec cette cuisine du marché bien parfumée, à l'instar des champignons de Paris et mousserons, et leur œuf poché...","['Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8687303,2.2991435
2085,La Pinède-Plage,"382 boulevard de Gigaro, La Croix-Valmer, 83420, France", 57 - 158 EUR , Cuisine méditerranéenne ,"Plaisir d'un repas en bord de mer, sur une plage privée – avec en prime une belle vue sur les îles d'Or –, autour d'une jolie cuisine méridionale, mêlant poisson, terroir provençal et spécialités italiennes...","['Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.1858233,6.5932356
2086,Manko,"15 avenue Montaigne, Paris, 75008, France", 31 - 80 EUR , Cuisine péruvienne ,"Le chef star péruvien Gaston Acurio et le chanteur Garou ont eu un enfant : il s'appelle Manko. Ce restaurant, bar lounge et cabaret du sous-sol du Théâtre des Champs-Elysées propose des recettes péruviennes mâtinées de touches asiatiques et africaines. Une cuisine de partage bien ficelée.","['Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ']", +33 1 82 28 00 15, www.manko-paris.com,48.8655800,2.3030400
2087,Les Jardins Fleuris,"35 route Nationale 5, Parcey, 39100, France", 20 - 56 EUR , Cuisine traditionnelle ,"Bar à la plancha ; caille désossée, galette de pommes de terre et morteau, soufflé glacé au Marc d'Arbois : ici les sens sont à la fête, les compliments fleurissent, et l'accueil est charmant. Terrasse sur l'arrière. Familial.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.0203200,5.4950000
2088,Maison Baron Lefèvre,"33 rue de Rieux, Nantes, 44000, France", 19 - 55 EUR , Cuisine traditionnelle ,"Salle immense (pouvant accueillir 150 convives), nombreuses salles privées pour groupes et petits banquets : cet ancien entrepôt de maraîchers (1936) en brique, bois et métal, propose une cuisine traditionnelle et de bons produits, à l'image de ses classiques : bar en croûte de sel ; poêlée de rognons et ris de veau ; Paris-brest en hiver et demoiselle de Guérande en été... Convivial.","['Accès handicapés ', 'Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.2103400,-1.5458400
2089,Auberge de la Diligence,"4 rue de la Libération, Loiré, 49440, France",,,"Vieilles pierres et terrasse : un charmant écrin pour la cuisine du chef, féru d'herbes du potager et de condiments ramenés de ses voyages en Asie. Jolie carte des vins.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.6145334,-0.9804741
2090,Substrat,"7 rue Pailleron, Lyon, 69004, France", 25 - 46 EUR , Cuisine moderne ,"""Produits de la cueillette et vins à boire"" : voici la promesse de cette table entre maison de campagne et atelier d'artisan... La promesse est tenue : ail des ours, airelles, cèpes, bolets et autres myrtilles accompagnent des assiettes savoureuses et débordantes de nature, accompagnées de beaux cépages. On se régale !","['Accès handicapés ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.7795719,4.8330838
2091,Auberge La Grange aux Loups,"8 rue du 11-Novembre, Apremont, 60300, France", 34 - 99 EUR , Cuisine classique ,"Cette auberge villageoise doit sa renaissance à un couple passionné, qui a complètement rénové les lieux dans une veine contemporaine. Le chef revisite joyeusement les classiques et y met un soin de tous les instants ; ses savoureuses assiettes se dégustent sur la terrasse d'été, aux beaux jours.","['Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,49.2246391,2.5115757
2092,Carpe Diem,"90 rue Louvel-et-Brière, Touques, 14800, France", 28 - 58 EUR , Cuisine moderne ,"Cette auberge discrète, à la façade colombages et ardoise, située dans la traversée du village de Touques, a été reprise par un jeune couple de professionnels, enthousiastes et talentueux. Le chef travaille au maximum en circuits courts (pêcheurs de Trouville, canard et volaille normande, légumes bio etc.) et pratique lui-même la cueillette des herbes aromatiques et plantes. Une cuisine goûteuse, pleine de vivacité.","['Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,49.3445299,0.1021611
2093,Le 80 Jours,"2 place Albert-1er, Uzès, 30700, France", 23 - 60 EUR , Cuisine traditionnelle ,"Voûtes et vieilles pierres, décor ethnique, joli patio ombragé : il fait bon s'attabler dans cette brasserie moderne dont l'enseigne évoque Jules Verne et... les voyages du maître des lieux. De quoi donner envie de voguer, à son tour, vers d’autres horizons – mais seulement après un bon repas.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 4 66 22 09 89," Dates de fermetureFermé : lundi, dimanche",44.0136000,4.4196300
2094,Emile's,"Quai Landry, Calvi, 20260, France", 35 - 100 EUR , Cuisine moderne ,"Au pied de la Citadelle, sur un quai planté de palmiers, cette maison typique domine le port de Calvi. Mobilier de la Belle Époque et tables dressées avec soin : il y a du raffinement ! Côté cuisine, le chef se révèle un bon technicien et compose des assiettes savoureuses et soignées.","['Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,42.5668107,8.7588439
